ID,Parent Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price,Category,Derived Products
746,Microsoft,2004,Apr,Encore Bus Solutions-IP Asts,IP assets,-,-,-,-
747,Microsoft,2004,Apr,ActiveViews,Reporting systems,-,-,-,-
748,Microsoft,2004,Jul,Lookout Software,Personal search tool,-,-,-,-
749,Microsoft,2004,Dec,GIANT Company Software,Anti-spyware,-,-,-,-
750,Microsoft,2005,Mar,en'tegrate,Software,-,-,-,-
751,Microsoft,2005,Apr,Groove Networks,Community software,-,-,-,-
752,Microsoft,2005,May,MessageCast,Messaging,-,7000000,-,-
753,Microsoft,2005,May,Tsinghua-Shenxun-Cert Asts,Certain assets,-,15000000,-,-
754,Microsoft,2005,Jun,Sybari Software,Software,-,-,-,-
755,Microsoft,2005,Aug,Teleo,VoIP,-,-,-,-
756,Microsoft,2005,Aug,FrontBridge Technologies,Email protection,-,-,-,-
757,Microsoft,2005,Sep,Alacris,Certificate management software,-,-,-,-
758,Microsoft,2005,Nov,media-streams.com,Software,-,-,-,-
759,Microsoft,2005,Nov,5th Finger,Mobile,-,3153000,-,-
760,Microsoft,2006,Jan,UMT-Software and IP Assets,Software,-,-,-,-
761,Microsoft,2006,Feb,MotionBridge,Search,-,17858000,-,-
762,Microsoft,2006,Feb,Seadragon Software,Software,-,-,-,-
763,Microsoft,2006,Mar,Apptimum,Software,-,-,-,-
764,Microsoft,2006,Mar,Onfolio,Internet software,-,-,-,-
765,Microsoft,2006,Apr,Lionhead Studios,Video games,-,-,-,-
766,Microsoft,2006,Apr,AssetMetrix,Enterprise asset intelligence (SaaS),-,18000000,-,-
767,Microsoft,2006,May,Massive Incorporated,Video game advertising,-,-,-,-
768,Microsoft,2006,May,Vexcel,Mapping software,-,-,-,-
769,Microsoft,2006,May,DeepMetrix,Web log analysis,-,-,-,-
770,Microsoft,2006,Jun,ProClarity,Analysis software,-,-,-,-
771,Microsoft,2006,Jun,iView Multimedia,Digital asset management,-,-,-,-
772,Microsoft,2006,Jul,Softricity,Application virtualization software,-,-,-,-
773,Microsoft,2006,Jul,Winternals Software,Software,-,-,-,-
774,Microsoft,2006,Jul,Whale Communications,Applications,-,-,-,-
775,Microsoft,2006,Sep,Gteko,Applications,-,-,-,-
776,Microsoft,2006,Oct,DesktopStandard,Applications,-,-,-,-
777,Microsoft,2006,Oct,Colloquis,Natural language software,-,-,-,-
778,Microsoft,2007,Mar,Medstory,Internet search engine,-,-,-,-
779,Microsoft,2007,Mar,devBiz Business Solutions,Software tools,-,-,-,-
780,Microsoft,2007,May,ScreenTonic,Advertising and marketing,-,-,-,-
781,Microsoft,2007,May,Tellme Networks,Mobile phone software,-,-,-,-
782,Microsoft,2007,May,SoftArtisans,Business Intelligence software,-,-,-,-
783,Microsoft,2007,Jun,Engyro,Information technology,-,-,-,-
784,Microsoft,2007,Jun,Stratature,Master data management,-,-,-,-
785,Microsoft,2007,Jun,Savvis Inc-Data Centers,Networking,-,200000000,-,-
786,Microsoft,2007,Aug,AdECN,Ad Exchange,-,45000000,-,-
787,Microsoft,2007,Aug,aQuantive,Digital marketing,-,6333000000,-,-
788,Microsoft,2007,Oct,Jellyfish.com,Search engine,-,-,-,-
789,Microsoft,2007,Oct,Parlano,Enterprise messaging software,-,-,-,-
790,Microsoft,2007,Oct,Global Care Solutions-Assets,Assets,-,-,-,-
791,Microsoft,2007,Nov,HOB Business Solutions,Information technology,-,-,-,-
792,Microsoft,2007,Nov,Musiwave,Mobile music entertainment,-,-,-,-
793,Microsoft,2007,Dec,Multimap.com,Mapping,-,-,-,-
794,Microsoft,2008,Jan,Calista Technologies,Software,-,-,-,-
795,Microsoft,2008,Feb,Caligari Corporation,Software,-,-,-,-
796,Microsoft,2008,Feb,YaData,Software,-,-,-,-
797,Microsoft,2008,Mar,Rapt,Advertising yield management software,-,-,-,-
798,Microsoft,2008,Mar,Komoku,Rootkit security software,-,5000000,-,-
799,Microsoft,2008,Mar,90 Degree Software,Business intelligence software,-,-,-,-
800,Microsoft,2008,Apr,Farecast,Online search software,-,75000000,-,-
801,Microsoft,2008,Apr,Danger,Mobile Internet software,-,500000000,-,-
802,Microsoft,2008,Apr,Fast Search & Transfer,Enterprise search[clarification needed],-,1191000000,-,-
803,Microsoft,2008,May,Kidaro,Software,-,-,-,-
804,Microsoft,2008,Jun,Quadreon,Software,-,-,-,-
805,Microsoft,2008,Jun,Navic Networks,Management software,-,-,-,-
806,Microsoft,2008,Jun,Mobicomp,Mobile applications,-,-,-,-
807,Microsoft,2008,Aug,Powerset,Semantic Search,-,-,-,-
808,Microsoft,2008,Sep,DATAllegro,Data software,-,-,-,-
809,Microsoft,2008,Sep,Greenfield Online,Search and e-commerce services,-,486000000,-,-
810,Microsoft,2009,Mar,3DV Systems,"Developer of ZCam, a time-of-flight camera",-,35000000,-,-
811,Microsoft,2009,May,BigPark,Video games interactive online gaming,-,-,-,-
812,Microsoft,2009,Jun,Rosetta Biosoftware,Bioinformatics solutions for life science research,-,-,-,-
813,Microsoft,2009,Sep,Interactive Supercomputing,Software,-,-,-,-
814,Microsoft,2009,Dec,Opalis Software,Software,-,-,-,-
815,Microsoft,2010,Feb,"Sentillion, Inc.",Software for the healthcare industry,-,-,-,-
816,Microsoft,2010,Oct,"AVIcode, Inc.",.Net monitoring technology,-,-,-,-
817,Microsoft,2010,Oct,"Canesta, Inc.",3D sensing technology,-,-,-,-
818,Microsoft,2011,May,Skype Technologies,Telecommunications,-,8500000000,-,-
819,Microsoft,2011,Jun,Prodiance,Software,-,-,-,-
820,Microsoft,2011,Oct,Twisted Pixel Games,Video games,-,-,-,-
821,Microsoft,2011,Nov,Videosurf,Video search,-,100000000,-,-
822,Microsoft,2012,Jun,Press Play,Video games,-,-,-,-
823,Microsoft,2012,Jun,Yammer,Social networking,-,1200000000,-,-
824,Microsoft,2012,Jul,Perceptive Pixel,Multi touch hardware,-,-,-,-
825,Microsoft,2012,Oct,PhoneFactor,Two-factor authentication system,-,-,-,-
826,Microsoft,2012,Oct,StorSimple,Cloud-storage appliance vendor,-,-,-,-
827,Microsoft,2012,Oct,MarketingPilot,Marketing automation firm,-,-,-,-
828,Microsoft,2013,Jan,id8 Group R2 Studios,Home automation,-,-,-,-
829,Microsoft,2013,Feb,Pando Networks,Peer-to-peer (P2P) media distribution,-,-,-,-
830,Microsoft,2013,Mar,MetricsHub,Cloud monitoring,-,-,-,-
831,Microsoft,2013,Mar,Netbreeze,Social analytics,-,-,-,-
832,Microsoft,2013,Jun,InRelease,Release management,-,-,-,-
833,Microsoft,2013,Sep,Nokia mobile phones unit,"Mobile phones, smartphones",-,7200000000,-,-
834,Microsoft,2013,Oct,HLW Software,RDP applications,-,-,-,-
835,Microsoft,2013,Oct,Apiphany,API management,-,-,-,-
836,Microsoft,2014,Jan,Parature,Customer service software,-,100000000,-,-
837,Microsoft,2014,May,GreenButton,Cloud computing,-,-,-,-
838,Microsoft,2014,May,Capptain,(Mobile) application development,-,-,-,-
839,Microsoft,2014,Jul,SyntaxTree,Developer tools,-,-,-,-
840,Microsoft,2014,Jul,InMage,Disaster recovery solutions,-,-,-,-
841,Microsoft,2014,Aug,Inception Mobile Inc.,Software,-,-,-,-
842,Microsoft,2014,Nov,Mojang,Video games,-,2500000000,-,-
843,Microsoft,2014,Nov,Aorato,Enterprise security & machine learning,-,-,-,-
844,Microsoft,2014,Dec,Acompli,Mobile email apps,-,-,-,-
845,Microsoft,2014,Dec,HockeyApp,Mobile beta distribution & crash analytics,-,-,-,-
846,Microsoft,2015,Jan,Equivio,Text analytics service,-,-,-,-
847,Microsoft,2015,Jan,Revolution Analytics,Statistical computing and predictive analytics,-,-,-,-
848,Microsoft,2015,Feb,"Sunrise Atelier, Inc.",Sunrise Calendar applications,-,100000000,-,-
849,Microsoft,2015,Feb,N-trig,Styli and pen input hardware and software,-,200000000,-,-
850,Microsoft,2015,Mar,LiveLoop,PowerPoint collaboration,-,-,-,-
851,Microsoft,2015,Apr,"Datazen Software, Inc.",Mobile business intelligence & data visualization,-,-,-,-
852,Microsoft,2015,Jun,6 Wunderkinder GmbH,Wunderlist to-do list applications,-,-,-,-
853,Microsoft,2015,Jun,BlueStripe Software,Application management,-,-,-,-
854,Microsoft,2015,Jul,FieldOne Systems LLC,Enterprise field service,-,-,-,-
855,Microsoft,2015,Jul,Adallom,Cloud security,-,320000000,-,-
856,Microsoft,2015,Aug,"Incent Games, LLC",Sales-gamification,-,-,-,-
857,Microsoft,2015,Sep,"VoloMetrix, Inc.",Organisational analytics,-,-,-,-
858,Microsoft,2015,Sep,"Double Labs, Inc.",Mobile lock screen software,-,-,-,-
859,Microsoft,2015,Sep,Adxstudio Inc.,Web portal and application lifecycle management solutions,-,-,-,-
860,Microsoft,2015,Oct,Havok,Video game physics engine,-,-,-,-
861,Microsoft,2015,Nov,"Mobile Data Labs, Inc.","MileIQ, a mileage tracking application",-,-,-,-
862,Microsoft,2015,Nov,Secure Islands Technologies Ltd.,Data protection,-,-,-,-
863,Microsoft,2015,Dec,Metanautix,Big data analytics,-,-,-,-
864,Microsoft,2015,Dec,"Talko, Inc.",Mobile communications,-,-,-,-
865,Microsoft,2016,Jan,Teacher Gaming LLC,Education software,-,-,-,-
866,Microsoft,2016,Feb,SwiftKey,Virtual keyboard,-,250000000,-,-
867,Microsoft,2016,Feb,Groove,Music discovery,-,-,-,-
868,Microsoft,2016,Feb,Xamarin,Mobile application development,-,-,-,-
869,Microsoft,2016,May,Solair,Internet of Things platform,-,-,-,-
870,Microsoft,2016,Jun,Wand Labs,Conversation as a service,-,-,-,-
871,Microsoft,2016,Aug,Beam,Video game streaming,-,-,-,-
872,Microsoft,2016,Aug,Genee,AI-powered scheduling assistant service,-,-,-,-
873,Microsoft,2016,Dec,LinkedIn,Professional social network,-,26200000000,-,-
874,Microsoft,2017,Jan,Maluuba,Artificial intelligence,-,-,-,-
875,Microsoft,2017,Jan,Simplygon,3D graphics optimization,-,-,-,-
876,Microsoft,2017,Apr,Deis,Container management,-,-,-,-
877,Microsoft,2017,Apr,Intentional Software,Intentional programming,-,-,-,-
878,Microsoft,2017,Jun,Hexadite,Cybersecurity,-,100000000,-,-
879,Microsoft,2017,Jun,Cloudyn,Cloud business management,-,50000000,-,-
880,Microsoft,2017,Aug,Cycle Computing,Cloud HPC,-,-,-,-
881,Microsoft,2017,Oct,AltspaceVR,Virtual reality,-,-,-,-
882,Microsoft,2017,Nov,SWNG,Cinemagraphic photo app,-,-,-,-
883,Microsoft,2018,Jan,Avere Systems,Data management,-,-,-,-
884,Microsoft,2018,Jan,Playfab,Gaming backend service,-,-,-,-
885,Microsoft,2018,May,Semantic Machines,Conversational AI,-,400000000,-,-
886,Microsoft,2018,Jun,Ninja Theory,Video games,-,-,-,-
887,Microsoft,2018,Jun,Undead Labs,Video games,-,-,-,-
888,Microsoft,2018,Jun,Compulsion Games,Video games,-,-,-,-
889,Microsoft,2018,Jun,Playground Games,Video games,-,-,-,-
890,Microsoft,2018,Jun,Flipgrid,"Education, video discussion platform",-,-,-,-
891,Microsoft,2018,Jun,Bonsai,Industrial AI platform,-,-,-,-
892,Microsoft,2018,Sep,Lobe,Artificial intelligence,-,-,-,-
893,Microsoft,2018,Oct,Glint,Employee engagement,-,400000000,-,-
894,Microsoft,2018,Oct,GitHub,Software development and version control platform,-,7500000000,-,-
895,Microsoft,2018,Nov,inXile Entertainment,Video games,-,-,-,-
896,Microsoft,2018,Nov,Obsidian Entertainment,Video games,-,-,-,-
897,Microsoft,2018,Nov,XOXCO,Conversational AI,-,-,-,-
898,Microsoft,2018,Nov,FSLogix,Application provisioning and virtualization,-,-,-,-
899,Microsoft,2018,Nov,Spectrum,Social networks for design and development,-,-,-,-
900,Microsoft,2019,Jan,Citus Data,Database management,-,-,-,-
901,Microsoft,2019,Feb,DataSense,Database management,-,-,-,-
902,Microsoft,2019,Apr,Express Logic,Real-time operating systems,-,-,-,-
903,Microsoft,2019,Jun,Double Fine Productions,Video games,-,-,-,-
904,Microsoft,2019,Jul,BlueTalon,Data privacy and governance service,-,-,-,-
905,Microsoft,2019,Aug,PromoteIQ,Retail e-commerce improvement,-,-,-,-
906,Microsoft,2019,Aug,jClarity,Java software optimization,-,-,-,-
907,Microsoft,2019,Sep,Movere,Cloud migration,-,-,-,-
908,Microsoft,2019,Oct,Mover,File migration,-,-,-,-
909,Microsoft,2020,Mar,Affirmed Networks,5G Networking,-,1350000000,-,-
910,Microsoft,2020,May,Metaswitch Networks,5G Networking,-,-,-,-
911,Microsoft,2020,May,Softomotive,Robotic Process Automation,-,-,-,-
912,Microsoft,2020,Jun,ADRM Software,data modeling startup,-,-,-,-
913,Microsoft,2020,Jun,CyberX,IoT/OT Security,-,165000000,-,-
914,Microsoft,2020,Jul,Orions Systems,Dynamics 365 - SMart vision,-,-,-,-
915,Microsoft,2020,Sep,ZeniMax Media,Video games,-,8100000000,-,-
916,Microsoft,2020,Dec,Smash.gg,Esports,-,-,-,-
917,Microsoft,2021,Mar,The Marsden Group,Tech in complex industrial environments,-,-,-,-
918,Microsoft,2021,Apr,Nuance Communications,Speech synthesis and speech recognition,-,19700000000,-,-
919,Microsoft,2021,Jun,ReFirm Labs,IoT security and embedded devices,-,-,-,-
920,Microsoft,2021,Jun,AT&T Technology Network Cloud,5G Networking,-,-,-,-
921,Microsoft,2021,Jul,RiskIQ,Cybersecurity ransomware,-,500000000,-,-
922,Microsoft,2021,Jul,CloudKnox,Cloud infrastructure entitlement management security,-,-,-,-
923,Microsoft,2021,Jul,Suplari,Software,-,-,-,-
924,Microsoft,2021,Aug,Peer5,Peer 2 Peer Network Technology,-,-,-,-
925,Microsoft,2021,Sep,Clipchamp,Video-editing software,-,-,-,-
926,Microsoft,2021,Sep,TakeLessons,Education,-,-,-,-
927,Microsoft,2021,Oct,Ally.io,Productivity,-,-,-,-
928,Blackberry,2001,Nov,Plazmic Inc.,Software,-,undisclosed,-,-
929,Blackberry,2002,Aug,TeamOn Systes Inc.,Software provider,-,undisclosed,-,-
930,Blackberry,2005,Feb,Nextair Inc.,Mobile app design studio and apps,-,undisclosed,-,-
931,Blackberry,2006,Mar,Ascendent Systems,Enterprise voice mobility solutions,-,undisclosed,-,-
932,Blackberry,2006,Jun,Slipstream Data Inc.,Data compression,-,undisclosed,-,-
933,Blackberry,2006,Nov,Epoch Integration,Wireless network firm,-,undisclosed,-,-
934,Blackberry,2009,Jan,Certicom,Cryptography,-,undisclosed,-,-
935,Blackberry,2009,Jan,Chalk Media,Software,-,23125000,-,-
936,Blackberry,2009,Feb,Alt-N Technologies,Mail transfer agent,-,undisclosed,-,-
937,Blackberry,2009,Jun,Dash Navigation,Car navigation systems,-,undisclosed,-,-
938,Blackberry,2009,Aug,Torch Mobile,WebKit mobile browser,-,undisclosed,-,-
939,Blackberry,2010,Mar,Viigo,News / data aggregation,-,undisclosed,-,-
940,Blackberry,2010,Apr,QNX Software Systems,Unix-like OS,-,200000000,-,-
941,Blackberry,2010,Aug,Cellmania,App store software maker,-,undisclosed,-,-
942,Blackberry,2010,Sep,Documents To Go and other assets,Office suite,-,50000000,-,-
943,Blackberry,2010,Dec,The Astonishing Tribe,Interface wizards,-,150000000,-,-
944,Blackberry,2011,Feb,Gist,Professional contact manager,-,undisclosed,-,-
945,Blackberry,2011,Mar,tinyHippos,Mobile web development,-,undisclosed,-,-
946,Blackberry,2011,Apr,Tungle.me,Social calendaring,-,undisclosed,-,-
947,Blackberry,2011,Jun,Scoreloop,Social gaming,-,71000000,-,-
948,Blackberry,2011,May,Ubitexx,Mobile device management,-,undisclosed,-,-
949,Blackberry,2011,Jul,Jaycut,Video editing,-,undisclosed,-,-
950,Blackberry,2011,Oct,NewBay,Content provider,-,100000000,-,-
951,Blackberry,2012,Mar,Paratek,RF multi-band handsets,-,undisclosed,-,-
952,Blackberry,2013,May,Scroon,Social marketing company,-,undisclosed,-,-
953,Blackberry,2014,Jul,Secusmart GmbH,Voice and data encryption,-,undisclosed,-,-
954,Blackberry,2014,Sep,Movirtu,Virtual SIM solutions,-,undisclosed,-,-
955,Blackberry,2015,Apr,WatchDox Ltd.,Enterprise data sync and share,-,undisclosed,-,-
956,Blackberry,2015,Jul,"AtHoc, Inc.",Networked crisis communications,-,undisclosed,-,-
957,Blackberry,2015,Aug,Good Technology,Mobile security provider,-,425000000,-,-
958,Blackberry,2016,Feb,Encription Ltd.,Cybersecurity services,-,undisclosed,-,-
959,Blackberry,2018,Nov,Cylance Inc.,Security firm,-,1400000000,-,-
960,Ebay,1998,Jul,Up4Sale.com,Online auction,-,-,-,-
961,Ebay,1999,Apr,Butterfield & Butterfield,Auction house,-,260000000,-,-
962,Ebay,1999,May,Billpoint,E-commerce payment systems,-,-,-,-
963,Ebay,1999,May,Kruse International,Car auctions,-,-,-,-
964,Ebay,1999,Jun,Alando,Auction house,-,43000000,-,-
965,Ebay,1999,Oct,Blackthorne,Listing tool,-,-,-,-
966,Ebay,2000,Jun,Half.com,Online marketplace,-,318000000,-,-
967,Ebay,2000,Dec,Precision Buying Service,E-commerce payment systems,-,-,-,-
968,Ebay,2001,Jan,Internet Auction Co.,Online auction,-,120000000,-,-
969,Ebay,2001,Mar,iBazar,Online auction,-,93000000,-,-
970,Ebay,2002,Jul,PayPal,E-commerce payment systems,-,1500000000,-,-
971,Ebay,2003,Jan,CARad.com,Online auction,-,-,-,-
972,Ebay,2003,Jul,EachNet,Electronic commerce,-,150000000,-,-
973,Ebay,2004,Jan,mobile.de,Vehicles classifieds,-,152000000,-,-
974,Ebay,2004,Jun,Baazee.com,Online auction,-,50000000,-,-
975,Ebay,2004,Aug,Craigslist,Classified advertising,-,13500000,-,-
976,Ebay,2004,Nov,Marktplaats.nl,Classified advertising,-,290000000,-,-
977,Ebay,2004,Dec,Rent.com,Classified advertising,-,415000000,-,-
978,Ebay,2005,May,Loquo,Classified advertising,-,-,-,-
979,Ebay,2005,May,Gumtree,Classified advertising,-,-,-,-
980,Ebay,2005,Jun,Shopping.com,Price comparison service,-,620000000,-,-
981,Ebay,2005,Jun,OpusForum.org,Classified advertising,-,-,-,-
982,Ebay,2005,Sep,Skype Limited,Software for voice & video calls,-,2600000000,-,-
983,Ebay,2006,Apr,Tradera,Online auction,-,48000000,-,-
984,Ebay,2007,May,StumbleUpon,Browser plugin,-,75000000,-,-
985,Ebay,2007,Jan,StubHub,Electronic commerce,-,310000000,-,-
986,Ebay,2007,May,GittiGidiyor,Electronic commerce,-,217500000,-,-
987,Ebay,2006,Mar,Meetup.com,Social network service,-,10000000,-,-
988,Ebay,2008,Jan,Fraud Sciences,Online risk management,-,169000000,-,-
989,Ebay,2008,Oct,Bill Me Later,Electronic commerce,-,1200000000,-,-
990,Ebay,2008,Oct,dba.dk & bilbasen.dk,Classified advertising,-,390000000,-,-
991,Ebay,2009,Jan,Positronic Inc.,Machine learning,-,-,-,-
992,Ebay,2009,Apr,G-Market,Electronic commerce,-,1200000000,-,-
993,Ebay,2010,Mar,Magento,Electronic commerce,-,225000000,-,-
994,Ebay,2010,Jun,RedLaser,Mobile applications,-,10000000,-,-
995,Ebay,2010,Dec,Milo.com,Shopping engine,-,75000000,-,-
996,Ebay,2010,Dec,brands4friends,Electronic commerce,-,200000000,-,-
997,Ebay,2011,Mar,GSI Commerce,Marketing/fulfillment,-,2400000000,-,-
998,Ebay,2011,Mar,"Where, Inc.",Local search and recommendation,-,135000000,-,-
999,Ebay,2011,May,MissionFish,Nonprofit fundraising,-,-,-,-
1000,Ebay,2011,Jun,alaMaula,Online classifieds,-,-,-,-
1001,Ebay,2011,Jul,Zong,Payments through mobile carrier billing,-,240000000,-,-
1002,Ebay,2011,Sep,The Gifts Project,Group purchasing of gifts,-,50000000,-,-
1003,Ebay,2011,Dec,Zvents,Local event listings,-,-,-,-
1004,Ebay,2011,Dec,BillSAFE,Billing technology,-,-,-,-
1005,Ebay,2012,Sep,Svpply,Social shopping,-,-,-,-
1006,Ebay,2013,Jul,2dehands.be and 2ememain.be,Classified advertising,-,-,-,-
1007,Ebay,2013,Sep,Decide.com,Price forecasting,-,-,-,-
1008,Ebay,2013,Sep,Braintree,Payments,-,800000000,-,-
1009,Ebay,2013,Sep,Bureau of Trade,Content / commerce,-,-,-,-
1010,Ebay,2013,Oct,Shutl,Rapid fulfillment service,-,-,-,-
1011,Ebay,2014,Feb,PhiSix Fashion Labs,Virtual clothing,-,-,-,-
1012,Ebay,2015,Jan,Vivanuncios,Online classifieds,-,-,-,-
1013,Ebay,2015,Jul,Twice,Secondhand clothing retailer,-,-,-,-
1014,Ebay,2016,Mar,Cargigi,Inventory management,-,-,-,-
1015,Ebay,2016,May,ExpertMaker,Machine learning,-,-,-,-
1016,Ebay,2016,May,Ticketbis,Online ticket marketplace,-,-,-,-
1017,Ebay,2016,Jul,SalesPredict,Online commerce,-,-,-,-
1018,Ebay,2016,Oct,Corrigon,Image recognition,-,-,-,-
1019,Ebay,2017,Aug,Flipkart,Online commerce,-,-,-,-
1020,Ebay,2017,Dec,Terapeak,Data tools,-,-,-,-
1021,Ebay,2018,Oct,Motors.co.uk,Online commerce,-,-,-,-
1022,Ebay,2020,May,"CarsGuide, Autoscout",Online commerce,-,-,-,-
1023,Ibm,2001,Jun,Mainspring,Business strategy consulting,United States,80000000,-,-
1024,Ibm,2001,Jul,Informix Corporation,Database software,United States,1000000000,-,-
1025,Ibm,2002,Jan,"CrossWorlds Software, Inc.",Software,United States,129000000,-,-
1026,Ibm,2002,Jun,Metamerge,Identity management,Norway,-,-,-
1027,Ibm,2002,Aug,"Trellisoft, Inc.",Enterprise storage,United States,-,-,-
1028,Ibm,2002,Sep,"Holosofx, Inc.",Business Process Management,United States,-,-,-
1029,Ibm,2002,Oct,PWC Consulting from PricewaterhouseCoopers,Business Consulting and Technology Services,United States,3500000000,-,-
1030,Ibm,2002,Oct,Access360,Software,United States,-,-,-
1031,Ibm,2002,Oct,EADS Matra Datavision,Product lifecycle management,United States,-,-,-
1032,Ibm,2002,Nov,Tarian Software,Records Management,Canada,-,-,-
1033,Ibm,2003,Feb,Rational Software Corporation,Software Development,United States,2100000000,-,-
1034,Ibm,2003,May,Think Dynamics,Software,Canada,-,-,-
1035,Ibm,2003,Jul,Information Laboratory,Software,United States,-,-,-
1036,Ibm,2003,Jul,Aptrix,Software,Australia,-,-,-
1037,Ibm,2003,Oct,CrossAccess Corporation,Enterprise Information Integration,United States,-,-,-
1038,Ibm,2003,Nov,"Productivity Solutions, Inc.",Automated Self-Checkout Systems,United States,-,-,-
1039,Ibm,2003,Dec,"Green Pasture Software, Inc.",Content management software,United States,-,-,-
1040,Ibm,2004,Apr,Trigo Technologies,Product information management,United States,-,-,-
1041,Ibm,2004,Apr,Daksh e-Services,BPO Services,India,170000000,-,-
1042,Ibm,2004,Apr,Business Continuity Services unit of Schlumberger,IT Services,France,-,-,-
1043,Ibm,2004,Jun,Candle Corporation,Infrastructure management,United States,-,-,-
1044,Ibm,2004,Jul,Alphablox Corporation,Business Intelligence,United States,-,-,-
1045,Ibm,2004,Jul,Cyanea Systems,Application management software,United States,-,-,-
1046,Ibm,2004,Oct,Venetica,Enterprise Information Integration,United States,-,-,-
1047,Ibm,2004,Nov,Systemcorp ALG Ltd.,Project Portfolio Management (PPM) software,Canada,-,-,-
1048,Ibm,2004,Nov,Liberty Insurance Services,Business process services,United States,-,-,-
1049,Ibm,2004,Dec,Maersk Data and DMdata from Maersk,IT Services,Denmark,-,-,-
1050,Ibm,2004,Dec,KeyMRO,Procurement Services,France,-,-,-
1051,Ibm,2005,Jan,Systems Research & Development,Identity management,United States,-,-,-
1052,Ibm,2005,Mar,Corio,Application Services,United States,182000000,-,-
1053,Ibm,2005,Apr,Ascential Software Corporation,Enterprise Information Integration,United States,1100000000,-,-
1054,Ibm,2005,May,Gluecode Software,Application Server,United States,-,-,-
1055,Ibm,2005,Jun,Meiosys,Application Management,United States,-,-,-
1056,Ibm,2005,Jul,"PureEdge Solutions, Inc.",Electronic Forms,Canada,-,-,-
1057,Ibm,2005,Jul,Isogon Corporation,Asset Management,United States,-,-,-
1058,Ibm,2005,Aug,DWL,Enterprise Information Integration,United States,-,-,-
1059,Ibm,2005,Oct,"DataPower Technology, Inc.",Service Oriented Architecture (SOA),United States,-,-,-
1060,Ibm,2005,Nov,"iPhrase Systems, Inc.",Information management software,United States,-,-,-
1061,Ibm,2005,Nov,Network Solutions Pvt Ltd,IT Services,India,-,-,-
1062,Ibm,2005,Nov,"Collation, Inc.",Network management,United States,-,-,-
1063,Ibm,2005,Dec,"Bowstreet, Inc.",Portal-based tools,United States,-,-,-
1064,Ibm,2006,Jan,ARGUS Semiconductor Software From INFICON,Semiconductor Manufacturing software,United States,-,-,-
1065,Ibm,2006,Jan,"CIMS Lab, Inc.",IT Financial Management,United States,-,-,-
1066,Ibm,2006,Feb,"Viacore, Inc.",Supply chain optimization,United States,-,-,-
1067,Ibm,2006,Feb,"Micromuse, Inc.",Network management,United States,865000000,-,-
1068,Ibm,2006,Mar,Language Analysis Systems,Identity management,United States,-,-,-
1069,Ibm,2006,May,"BuildForge, Inc.",Software Development,United States,-,-,-
1070,Ibm,2006,May,"Unicorn Solutions, Inc.",Metadata management,United States,-,-,-
1071,Ibm,2006,Jun,Rembo Technology,Installation Software,Switzerland,-,-,-
1072,Ibm,2006,Aug,"Webify Solutions, Inc",Service Oriented Architecture software,United States,-,-,-
1073,Ibm,2006,Sep,Global Value Solutions,IT Services,Brazil,-,-,-
1074,Ibm,2006,Oct,DORANA product line from Ubiquity Pty Limited,Asset Management,Australia,-,-,-
1075,Ibm,2006,Oct,MRO Software,Asset Management,United States,740000000,-,-
1076,Ibm,2006,Oct,FileNet Corporation,Content management software,United States,1600000000,-,-
1077,Ibm,2006,Oct,Internet Security Systems (ISS),Information security,United States,1300000000,-,-
1078,Ibm,2006,Oct,Palisades Technology Partners,Management consulting,United States,-,-,-
1079,Ibm,2007,Jan,"Consul Risk Management, Inc.",Information security,Netherlands,-,-,-
1080,Ibm,2007,Feb,Vallent Corporation,Telecommunications Management,United States,-,-,-
1081,Ibm,2007,Mar,Softek Storage Solutions Corporation,Data Mobility,United States,-,-,-
1082,Ibm,2007,Mar,"BlackDot Networks, Inc.",Enterprise Data Consulting,United States,-,-,-
1083,Ibm,2007,Apr,Unicible,IT Services,Switzerland,460000000,-,-
1084,Ibm,2007,Jul,Watchfire Corporation,Security Software Testing,United States,-,-,-
1085,Ibm,2007,Aug,WebDialogs,Web conferencing and communications,United States,-,-,-
1086,Ibm,2007,Aug,DataMirror Corporation,Change Data Capture,Canada,161000000,-,-
1087,Ibm,2007,Sep,"Qinnova, Inc.",Internet Protocol Television (IPTV),Canada,-,-,-
1088,Ibm,2007,Sep,"Princeton Softech, Inc.",Business Intelligence,United States,-,-,-
1089,Ibm,2007,Oct,NovusCG,Storage Consulting and Technology Services,United States,-,-,-
1090,Ibm,2008,Jan,XIV,Enterprise storage,Israel,300000000,-,-
1091,Ibm,2008,Jan,AptSoft Corporation,Business Intelligence,United States,-,-,-
1092,Ibm,2008,Jan,Solid Information Technology,Database software,United States,-,-,-
1093,Ibm,2008,Jan,Cognos,Business Intelligence,Canada,5000000000,-,-
1094,Ibm,2008,Jan,Arsenal Digital Solutions,Data backup services,United States,-,-,-
1095,Ibm,2008,Feb,Net Integration Technologies Inc.,Business Server Software,Canada,-,-,-
1096,Ibm,2008,Mar,"Encentuate, Inc.",Enterprise Single Sign-On,United States,-,-,-
1097,Ibm,2008,Apr,Telelogic AB,Enterprise software development,Sweden,845000000,-,-
1098,Ibm,2008,Apr,Diligent Technologies,Data De-duplication,United States,200000000,-,-
